Age Group,Birthdate,City,Department,Education Level,Employee ID,First Name,FULL name,Gender,Hiredate,Job Title,Last Name,LOCATION,Performance Rating,State,status,Termdate,Age,length of hire,Salary,Total Active,Total Hired,Total terminated
35-44,8/17/1980,Detroit,Sales,BS,00-92447104,Nathan,Nathan Gonzalez,Male,10/19/2022,Sales Representative,Gonzalez,BRANCH,Good,Michigan,HIRED,,44,2,79999,1,1,0
35-44,2/4/1989,Detroit,Sales,BS,00-70033217,Bobby,Bobby Robinson,Male,3/31/2024,Sales Specialist,Robinson,BRANCH,Good,Michigan,HIRED,,35,0,59880,1,1,0
35-44,10/16/1987,Detroit,Sales,BS,00-54668206,Joshua,Joshua Townsend,Male,9/1/2024,Sales Specialist,Townsend,BRANCH,Good,Michigan,HIRED,,37,0,89409,1,1,0
25-35,2/16/1993,Grand Rapids,Sales,BS,00-26492036,Heather,Heather Crawford,Male,1/7/2015,Sales Representative,Crawford,BRANCH,Good,Michigan,HIRED,,31,9,79663,1,1,0
35-44,1/15/1989,Grand Rapids,Sales,BS,00-32396888,James,James White,Male,7/2/2019,Sales Representative,White,BRANCH,Good,Michigan,HIRED,,35,5,71911,1,1,0
45-54,8/22/1979,Grand Rapids,Sales,BS,00-62855838,John,John Hall,Male,1/4/2019,Sales Representative,Hall,BRANCH,Good,Michigan,HIRED,,45,5,72765,1,1,0
45-54,1/1/1979,Grand Rapids,Sales,BS,00-49733158,Whitney,Whitney Allen,Male,8/1/2020,Sales Representative,Allen,BRANCH,Good,Michigan,HIRED,,45,4,73934,1,1,0
45-54,11/27/1971,Grand Rapids,Sales,BS,00-39330100,Zachary,Zachary Stephens,Male,5/3/2024,Sales Representative,Stephens,BRANCH,Good,Michigan,HIRED,,53,0,77042,1,1,0
45-54,9/10/1974,Grand Rapids,Sales,BS,00-34967191,Karen,Karen Wang,Male,6/17/2017,Sales Specialist,Wang,BRANCH,Good,Michigan,HIRED,,50,7,66320,1,1,0
>25,2/10/2001,Warren,Sales,BS,00-44188269,Ann,Ann Myers,Male,5/22/2024,Sales Consultant,Myers,BRANCH,Good,Michigan,HIRED,,23,0,77475,1,1,0
55+,9/24/1967,Warren,Sales,BS,00-65738565,John,John Soto,Male,4/19/2017,Sales Consultant,Soto,BRANCH,Good,Michigan,HIRED,,57,7,89955,1,1,0
>25,9/15/2001,Warren,Sales,BS,00-20120010,Brian,Brian Walters,Male,8/14/2023,Sales Representative,Walters,BRANCH,Good,Michigan,HIRED,,23,1,63789,1,1,0
25-35,10/30/1997,Warren,Sales,BS,00-87413513,Jessica,Jessica Walker,Male,4/18/2024,Sales Representative,Walker,BRANCH,Good,Michigan,HIRED,,27,0,76878,1,1,0
>25,8/19/2001,Warren,Sales,BS,00-18054992,Jordan,Jordan Bennett,Male,12/30/2020,Sales Representative,Bennett,BRANCH,Good,Michigan,HIRED,,23,4,79912,1,1,0
45-54,2/24/1975,Warren,Sales,BS,00-88919775,Lawrence,Lawrence Brady,Male,9/26/2018,Sales Representative,Brady,BRANCH,Good,Michigan,HIRED,,49,6,63330,1,1,0
55+,5/24/1962,Warren,Sales,BS,00-63481505,Mark,Mark Sosa,Male,10/27/2021,Sales Representative,Sosa,BRANCH,Good,Michigan,HIRED,,62,3,82399,1,1,0
35-44,10/5/1985,Warren,Sales,BS,00-83433630,Patrick,Patrick Vance,Male,2/13/2017,Sales Representative,Vance,BRANCH,Good,Michigan,HIRED,,39,7,83270,1,1,0
35-44,1/31/1983,Warren,Sales,BS,00-82375751,Susan,Susan Brewer,Male,3/10/2018,Sales Representative,Brewer,BRANCH,Good,Michigan,HIRED,,41,6,79413,1,1,0
55+,12/30/1967,Warren,Sales,BS,00-73650357,Teresa,Teresa Roberts,Male,5/31/2017,Sales Representative,Roberts,BRANCH,Good,Michigan,HIRED,,57,7,60060,1,1,0
45-54,10/22/1977,Warren,Sales,BS,00-69749655,William,William Spears,Male,6/19/2019,Sales Representative,Spears,BRANCH,Good,Michigan,HIRED,,47,5,76638,1,1,0
>25,12/6/2002,Warren,Sales,BS,00-54041845,Benjamin,Benjamin Cervantes,Male,8/5/2015,Sales Specialist,Cervantes,BRANCH,Good,Michigan,HIRED,,22,9,68004,1,1,0
55+,2/10/1968,Warren,Sales,BS,00-45867744,Patrick,Patrick Ray,Male,4/21/2017,Sales Specialist,Ray,BRANCH,Good,Michigan,HIRED,,56,7,65968,1,1,0
55+,11/2/1966,Buffalo,Sales,BS,00-64864887,Barbara,Barbara Allen,Male,7/25/2024,Sales Consultant,Allen,HQ,Good,New York,HIRED,,58,0,104118,1,1,0
>25,8/14/2002,Buffalo,Sales,BS,00-22457090,Catherine,Catherine Martinez,Male,9/25/2020,Sales Consultant,Martinez,HQ,Good,New York,HIRED,,22,4,84164,1,1,0
25-35,9/21/1996,Buffalo,Sales,BS,00-67710061,Emily,Emily Moore,Male,11/9/2015,Sales Consultant,Moore,HQ,Good,New York,HIRED,,28,9,75643,1,1,0
45-54,7/17/1979,Buffalo,Sales,BS,00-68246537,Gregory,Gregory Drake,Male,7/31/2018,Sales Consultant,Drake,HQ,Good,New York,HIRED,,45,6,87902,1,1,0
45-54,9/22/1970,Buffalo,Sales,BS,00-87970429,James,James Watson,Male,9/25/2018,Sales Consultant,Watson,HQ,Good,New York,HIRED,,54,6,87325,1,1,0
35-44,2/13/1980,Buffalo,Sales,BS,00-33174916,Kim,Kim Tucker,Male,5/27/2015,Sales Consultant,Tucker,HQ,Good,New York,HIRED,,44,9,94516,1,1,0
25-35,9/7/1998,Buffalo,Sales,BS,00-12425706,Sean,Sean Martinez,Male,7/24/2022,Sales Consultant,Martinez,HQ,Good,New York,HIRED,,26,2,88093,1,1,0
55+,3/25/1964,Buffalo,Sales,BS,00-40923692,Troy,Troy Thompson,Male,2/25/2022,Sales Consultant,Thompson,HQ,Good,New York,HIRED,,60,2,106557,1,1,0
45-54,7/23/1975,Buffalo,Sales,BS,00-28903037,Vanessa,Vanessa Christian,Male,4/27/2023,Sales Consultant,Christian,HQ,Good,New York,HIRED,,49,1,101597,1,1,0
25-35,11/21/1993,Buffalo,Sales,BS,00-12672106,Alex,Alex Smith,Male,1/27/2016,Sales Representative,Smith,HQ,Good,New York,HIRED,,31,8,68872,1,1,0
35-44,11/17/1986,Buffalo,Sales,BS,00-54035727,Alyssa,Alyssa Santana,Male,8/18/2015,Sales Representative,Santana,HQ,Good,New York,HIRED,,38,9,62702,1,1,0
35-44,9/11/1982,Buffalo,Sales,BS,00-57904616,Amber,Amber Garcia,Male,8/27/2017,Sales Representative,Garcia,HQ,Good,New York,HIRED,,42,7,78680,1,1,0
25-35,4/6/1994,Buffalo,Sales,BS,00-36586910,Andrea,Andrea Cross,Male,12/8/2016,Sales Representative,Cross,HQ,Good,New York,HIRED,,30,8,63681,1,1,0
35-44,4/3/1984,Buffalo,Sales,BS,00-71414821,Briana,Briana Mcclain,Male,11/8/2022,Sales Representative,Mcclain,HQ,Good,New York,HIRED,,40,2,61803,1,1,0
25-35,7/8/1990,Buffalo,Sales,BS,00-74256437,Chase,Chase Mullen,Male,5/13/2022,Sales Representative,Mullen,HQ,Good,New York,HIRED,,34,2,71379,1,1,0
35-44,3/3/1989,Buffalo,Sales,BS,00-63321871,Christopher,Christopher Henry,Male,8/22/2024,Sales Representative,Henry,HQ,Good,New York,HIRED,,35,0,81263,1,1,0
45-54,9/27/1972,Buffalo,Sales,BS,00-26439804,Christy,Christy Johnson,Male,4/28/2024,Sales Representative,Johnson,HQ,Good,New York,HIRED,,52,0,69501,1,1,0
25-35,4/17/1994,Buffalo,Sales,BS,00-54314842,Cory,Cory Miller,Male,1/19/2019,Sales Representative,Miller,HQ,Good,New York,HIRED,,30,5,78677,1,1,0
55+,12/27/1967,Buffalo,Sales,BS,00-35442517,Craig,Craig Jackson,Male,11/9/2015,Sales Representative,Jackson,HQ,Good,New York,HIRED,,57,9,84195,1,1,0
25-35,11/7/1990,Buffalo,Sales,BS,00-88622613,Daniel,Daniel Jones,Male,3/20/2020,Sales Representative,Jones,HQ,Good,New York,HIRED,,34,4,77413,1,1,0
25-35,1/9/1996,Buffalo,Sales,BS,00-38267512,David,David Ramirez,Male,7/29/2016,Sales Representative,Ramirez,HQ,Good,New York,HIRED,,28,8,58087,1,1,0
35-44,1/14/1987,Buffalo,Sales,BS,00-96889969,David,David Singleton,Male,3/19/2022,Sales Representative,Singleton,HQ,Good,New York,HIRED,,37,2,70892,1,1,0
25-35,12/4/1996,Buffalo,Sales,BS,00-91509842,Douglas,Douglas Goodman,Male,12/28/2018,Sales Representative,Goodman,HQ,Good,New York,HIRED,,28,6,77729,1,1,0
25-35,4/17/1992,Buffalo,Sales,BS,00-36457435,Elizabeth,Elizabeth Mccormick,Male,1/17/2015,Sales Representative,Mccormick,HQ,Good,New York,HIRED,,32,9,71627,1,1,0
25-35,5/13/1992,Buffalo,Sales,BS,00-25249120,George,George Kennedy,Male,6/2/2022,Sales Representative,Kennedy,HQ,Good,New York,HIRED,,32,2,59573,1,1,0
45-54,7/16/1976,Buffalo,Sales,BS,00-73391831,Heather,Heather Martinez,Male,4/17/2022,Sales Representative,Martinez,HQ,Good,New York,HIRED,,48,2,78160,1,1,0
25-35,10/18/1998,Buffalo,Sales,BS,00-36930692,Jeffrey,Jeffrey Hester,Male,6/4/2023,Sales Representative,Hester,HQ,Good,New York,HIRED,,26,1,63736,1,1,0
35-44,9/30/1984,Buffalo,Sales,BS,00-11244728,Jessica,Jessica Glass,Male,9/14/2016,Sales Representative,Glass,HQ,Good,New York,HIRED,,40,8,62402,1,1,0
25-35,10/8/1995,Buffalo,Sales,BS,00-24000677,Jose,Jose Christian,Male,1/20/2022,Sales Representative,Christian,HQ,Good,New York,HIRED,,29,2,60685,1,1,0
45-54,6/28/1979,Buffalo,Sales,BS,00-14410593,Karen,Karen Johnson,Male,6/24/2016,Sales Representative,Johnson,HQ,Good,New York,HIRED,,45,8,66383,1,1,0
25-35,1/1/1990,Buffalo,Sales,BS,00-70998022,Katrina,Katrina Flores,Male,2/18/2023,Sales Representative,Flores,HQ,Good,New York,HIRED,,34,1,69005,1,1,0
35-44,1/18/1980,Buffalo,Sales,BS,00-47526885,Kevin,Kevin James,Male,8/9/2023,Sales Representative,James,HQ,Good,New York,HIRED,,44,1,79222,1,1,0
25-35,10/5/1993,Buffalo,Sales,BS,00-98617690,Kimberly,Kimberly Rowe,Male,9/26/2017,Sales Representative,Rowe,HQ,Good,New York,HIRED,,31,7,79832,1,1,0
35-44,12/4/1986,Buffalo,Sales,BS,00-67031028,Linda,Linda Brown,Male,11/9/2017,Sales Representative,Brown,HQ,Good,New York,HIRED,,38,7,82206,1,1,0
35-44,5/5/1985,Buffalo,Sales,BS,00-10464811,Martha,Martha Williams,Male,6/18/2019,Sales Representative,Williams,HQ,Good,New York,HIRED,,39,5,63604,1,1,0
45-54,2/2/1972,Buffalo,Sales,BS,00-36892617,Mary,Mary Obrien,Male,5/25/2021,Sales Representative,Obrien,HQ,Good,New York,HIRED,,52,3,63207,1,1,0
35-44,2/22/1981,Buffalo,Sales,BS,00-63773579,Meghan,Meghan Smith,Male,1/18/2024,Sales Representative,Smith,HQ,Good,New York,HIRED,,43,0,80164,1,1,0
35-44,5/17/1986,Buffalo,Sales,BS,00-31199787,Mitchell,Mitchell Hernandez,Male,12/1/2021,Sales Representative,Hernandez,HQ,Good,New York,HIRED,,38,3,78659,1,1,0
55+,6/13/1966,Buffalo,Sales,BS,00-12579877,Nicole,Nicole Evans,Male,9/24/2019,Sales Representative,Evans,HQ,Good,New York,HIRED,,58,5,62888,1,1,0
25-35,1/13/1995,Buffalo,Sales,BS,00-92203497,Nicole,Nicole Webster,Male,10/6/2024,Sales Representative,Webster,HQ,Good,New York,HIRED,,29,0,77107,1,1,0
35-44,2/24/1984,Buffalo,Sales,BS,00-60936563,Peter,Peter Rice,Male,8/18/2022,Sales Representative,Rice,HQ,Good,New York,HIRED,,40,2,62904,1,1,0
25-35,4/8/1994,Buffalo,Sales,BS,00-13366707,Robert,Robert Cisneros,Male,1/1/2020,Sales Representative,Cisneros,HQ,Good,New York,HIRED,,30,4,64260,1,1,0
35-44,4/14/1982,Buffalo,Sales,BS,00-40579810,Robert,Robert Smith,Male,12/30/2019,Sales Representative,Smith,HQ,Good,New York,HIRED,,42,5,64541,1,1,0
35-44,3/5/1980,Buffalo,Sales,BS,00-74476742,Roberta,Roberta Escobar,Male,11/23/2023,Sales Representative,Escobar,HQ,Good,New York,HIRED,,44,1,76890,1,1,0
35-44,6/1/1989,Buffalo,Sales,BS,00-93064164,Sarah,Sarah Martin,Male,10/5/2018,Sales Representative,Martin,HQ,Good,New York,HIRED,,35,6,75210,1,1,0
45-54,2/8/1972,Buffalo,Sales,BS,00-98202384,Stephen,Stephen Cisneros,Male,6/3/2017,Sales Representative,Cisneros,HQ,Good,New York,HIRED,,52,7,74998,1,1,0
35-44,10/21/1987,Buffalo,Sales,BS,00-69240493,Steven,Steven Hartman,Male,11/24/2019,Sales Representative,Hartman,HQ,Good,New York,HIRED,,37,5,68341,1,1,0
35-44,10/13/1989,Buffalo,Sales,BS,00-95040154,Susan,Susan Jennings,Male,6/4/2022,Sales Representative,Jennings,HQ,Good,New York,HIRED,,35,2,69254,1,1,0
25-35,7/23/1995,Buffalo,Sales,BS,00-95717754,Tammy,Tammy Melendez,Male,2/3/2023,Sales Representative,Melendez,HQ,Good,New York,HIRED,,29,1,60102,1,1,0
45-54,9/11/1979,Buffalo,Sales,BS,00-50461969,Tracy,Tracy Peterson,Male,7/20/2023,Sales Representative,Peterson,HQ,Good,New York,HIRED,,45,1,71047,1,1,0
55+,7/15/1961,Buffalo,Sales,BS,00-67982400,Brandi,Brandi Williams,Male,12/11/2019,Sales Specialist,Williams,HQ,Good,New York,HIRED,,63,5,82134,1,1,0
55+,3/26/1966,Buffalo,Sales,BS,00-41227854,Brittany,Brittany Gonzalez,Male,11/11/2024,Sales Specialist,Gonzalez,HQ,Good,New York,HIRED,,58,0,80152,1,1,0
45-54,10/16/1977,Buffalo,Sales,BS,00-33032191,Carlos,Carlos Williams,Male,7/6/2019,Sales Specialist,Williams,HQ,Good,New York,HIRED,,47,5,87683,1,1,0
>25,5/28/2000,Buffalo,Sales,BS,00-66783807,Dorothy,Dorothy Smith,Male,8/21/2019,Sales Specialist,Smith,HQ,Good,New York,HIRED,,24,5,82618,1,1,0
35-44,8/9/1981,Buffalo,Sales,BS,00-13485913,James,James Reid,Male,11/2/2019,Sales Specialist,Reid,HQ,Good,New York,HIRED,,43,5,68535,1,1,0
35-44,12/24/1982,Buffalo,Sales,BS,00-46701305,Julia,Julia Gibson,Male,1/28/2020,Sales Specialist,Gibson,HQ,Good,New York,HIRED,,42,4,82497,1,1,0
25-35,2/17/1994,Buffalo,Sales,BS,00-38063091,Patrick,Patrick Shelton,Male,3/1/2015,Sales Specialist,Shelton,HQ,Good,New York,HIRED,,30,9,89143,1,1,0
45-54,10/18/1971,Buffalo,Sales,BS,00-98794105,Tanner,Tanner Daniels,Male,4/23/2021,Sales Specialist,Daniels,HQ,Good,New York,HIRED,,53,3,91211,1,1,0
35-44,1/1/1984,New York City,Sales,BS,00-87470671,Heidi,Heidi Gordon,Male,1/21/2019,Sales Consultant,Gordon,HQ,Good,New York,HIRED,,40,5,94613,1,1,0
35-44,3/26/1982,New York City,Sales,BS,00-66112969,James,James Murphy,Male,1/25/2017,Sales Consultant,Murphy,HQ,Good,New York,HIRED,,42,7,80697,1,1,0
25-35,8/9/1999,New York City,Sales,BS,00-91094790,Jennifer,Jennifer Williams,Male,6/19/2024,Sales Consultant,Williams,HQ,Good,New York,HIRED,,25,0,81158,1,1,0
>25,7/10/2002,New York City,Sales,BS,00-93349536,Kayla,Kayla Bell,Male,11/8/2024,Sales Consultant,Bell,HQ,Good,New York,HIRED,,22,0,77635,1,1,0
55+,4/3/1960,New York City,Sales,BS,00-85013013,Kristen,Kristen Sullivan,Male,10/23/2024,Sales Consultant,Sullivan,HQ,Good,New York,HIRED,,64,0,86090,1,1,0
45-54,6/21/1973,New York City,Sales,BS,00-77355292,Michael,Michael Hodges,Male,2/4/2015,Sales Consultant,Hodges,HQ,Good,New York,HIRED,,51,9,90838,1,1,0
45-54,4/7/1978,New York City,Sales,BS,00-66691738,Raven,Raven Klein,Male,7/14/2023,Sales Consultant,Klein,HQ,Good,New York,HIRED,,46,1,72527,1,1,0
45-54,10/14/1977,New York City,Sales,BS,00-26143959,Troy,Troy Rodriguez,Male,7/13/2024,Sales Consultant,Rodriguez,HQ,Good,New York,HIRED,,47,0,76689,1,1,0
25-35,5/6/1994,New York City,Sales,BS,00-31510288,Zachary,Zachary Crawford,Male,3/28/2023,Sales Consultant,Crawford,HQ,Good,New York,HIRED,,30,1,69552,1,1,0
45-54,2/21/1978,New York City,Sales,BS,00-39226259,Allen,Allen Murray,Male,4/14/2019,Sales Representative,Murray,HQ,Good,New York,HIRED,,46,5,79817,1,1,0
>25,11/17/2001,New York City,Sales,BS,00-38354723,Allen,Allen Sanchez,Male,6/4/2020,Sales Representative,Sanchez,HQ,Good,New York,HIRED,,23,4,58847,1,1,0
45-54,1/14/1976,New York City,Sales,BS,00-22009789,Amanda,Amanda Arroyo,Male,4/29/2017,Sales Representative,Arroyo,HQ,Good,New York,HIRED,,48,7,84623,1,1,0
>25,2/4/2003,New York City,Sales,BS,00-61503382,Andrew,Andrew Norton,Male,9/13/2017,Sales Representative,Norton,HQ,Good,New York,HIRED,,21,7,69416,1,1,0
55+,1/20/1962,New York City,Sales,BS,00-46470084,Audrey,Audrey Hoffman,Male,6/20/2017,Sales Representative,Hoffman,HQ,Good,New York,HIRED,,62,7,83495,1,1,0
25-35,4/19/1996,New York City,Sales,BS,00-34488359,Brandon,Brandon Pacheco,Male,4/15/2022,Sales Representative,Pacheco,HQ,Good,New York,HIRED,,28,2,78690,1,1,0
>25,6/8/2002,New York City,Sales,BS,00-16405980,Brittany,Brittany Hood,Male,4/18/2020,Sales Representative,Hood,HQ,Good,New York,HIRED,,22,4,72768,1,1,0
45-54,5/29/1972,New York City,Sales,BS,00-55424358,Cheryl,Cheryl Huffman,Male,12/8/2023,Sales Representative,Huffman,HQ,Good,New York,HIRED,,52,1,66958,1,1,0
45-54,12/22/1977,New York City,Sales,BS,00-41663551,Christine,Christine Ramos,Male,10/8/2017,Sales Representative,Ramos,HQ,Good,New York,HIRED,,47,7,64323,1,1,0
35-44,9/8/1983,New York City,Sales,BS,00-18708366,Cody,Cody Paul,Male,6/14/2018,Sales Representative,Paul,HQ,Good,New York,HIRED,,41,6,70933,1,1,0
>25,1/15/2000,New York City,Sales,BS,00-95255730,Colleen,Colleen Stout,Male,4/13/2017,Sales Representative,Stout,HQ,Good,New York,HIRED,,24,7,64602,1,1,0
35-44,1/11/1987,New York City,Sales,BS,00-80728547,Cory,Cory Ramos,Male,3/16/2017,Sales Representative,Ramos,HQ,Good,New York,HIRED,,37,7,83181,1,1,0
>25,7/18/2003,New York City,Sales,BS,00-70964226,Cynthia,Cynthia Anderson,Male,7/26/2022,Sales Representative,Anderson,HQ,Good,New York,HIRED,,21,2,72485,1,1,0
45-54,6/24/1975,New York City,Sales,BS,00-58149482,Destiny,Destiny Walker,Male,3/28/2023,Sales Representative,Walker,HQ,Good,New York,HIRED,,49,1,77123,1,1,0
35-44,8/22/1982,New York City,Sales,BS,00-34036169,Eric,Eric Duran,Male,12/22/2018,Sales Representative,Duran,HQ,Good,New York,HIRED,,42,6,79356,1,1,0
35-44,2/24/1984,New York City,Sales,BS,00-84950330,Gabrielle,Gabrielle Todd,Male,2/24/2022,Sales Representative,Todd,HQ,Good,New York,HIRED,,40,2,65652,1,1,0
25-35,7/10/1991,New York City,Sales,BS,00-72199925,Gail,Gail Oliver,Male,5/11/2017,Sales Representative,Oliver,HQ,Good,New York,HIRED,,33,7,71746,1,1,0
35-44,5/5/1988,New York City,Sales,BS,00-70259467,Henry,Henry Campbell,Male,5/1/2023,Sales Representative,Campbell,HQ,Good,New York,HIRED,,36,1,84568,1,1,0
35-44,12/19/1983,New York City,Sales,BS,00-32457056,Janet,Janet Holland,Male,10/21/2017,Sales Representative,Holland,HQ,Good,New York,HIRED,,41,7,76606,1,1,0
45-54,10/13/1978,New York City,Sales,BS,00-58246503,Joseph,Joseph Schmidt,Male,1/16/2017,Sales Representative,Schmidt,HQ,Good,New York,HIRED,,46,7,79588,1,1,0
55+,4/11/1963,New York City,Sales,BS,00-60516391,Joshua,Joshua Reeves,Male,8/14/2023,Sales Representative,Reeves,HQ,Good,New York,HIRED,,61,1,73067,1,1,0
45-54,12/18/1971,New York City,Sales,BS,00-55126455,Julia,Julia Chapman,Male,8/22/2024,Sales Representative,Chapman,HQ,Good,New York,HIRED,,53,0,82045,1,1,0
45-54,3/31/1978,New York City,Sales,BS,00-71743329,Justin,Justin Simon,Male,5/31/2021,Sales Representative,Simon,HQ,Good,New York,HIRED,,46,3,76565,1,1,0
25-35,6/17/1999,New York City,Sales,BS,00-15833729,Kathryn,Kathryn Carroll,Male,7/10/2023,Sales Representative,Carroll,HQ,Good,New York,HIRED,,25,1,62464,1,1,0
25-35,1/19/1992,New York City,Sales,BS,00-47628993,Kayla,Kayla Smith,Male,11/21/2017,Sales Representative,Smith,HQ,Good,New York,HIRED,,32,7,78982,1,1,0
45-54,6/14/1970,New York City,Sales,BS,00-87023282,Kelli,Kelli Johnson,Male,2/28/2016,Sales Representative,Johnson,HQ,Good,New York,HIRED,,54,8,88508,1,1,0
35-44,3/12/1987,New York City,Sales,BS,00-48186811,Kimberly,Kimberly Beasley,Male,9/24/2019,Sales Representative,Beasley,HQ,Good,New York,HIRED,,37,5,71826,1,1,0
25-35,10/6/1991,New York City,Sales,BS,00-85773305,Laura,Laura Farrell,Male,9/5/2016,Sales Representative,Farrell,HQ,Good,New York,HIRED,,33,8,84149,1,1,0
45-54,2/27/1976,New York City,Sales,BS,00-57158074,Laura,Laura Jones,Male,2/27/2018,Sales Representative,Jones,HQ,Good,New York,HIRED,,48,6,69616,1,1,0
25-35,5/4/1990,New York City,Sales,BS,00-36121315,Lauren,Lauren Smith,Male,11/20/2017,Sales Representative,Smith,HQ,Good,New York,HIRED,,34,7,80330,1,1,0
35-44,2/10/1981,New York City,Sales,BS,00-75845287,Lauren,Lauren Stein,Male,3/1/2015,Sales Representative,Stein,HQ,Good,New York,HIRED,,43,9,75978,1,1,0
>25,6/13/2002,New York City,Sales,BS,00-40257672,Lindsey,Lindsey Franklin,Male,7/11/2018,Sales Representative,Franklin,HQ,Good,New York,HIRED,,22,6,74263,1,1,0
25-35,11/17/1994,New York City,Sales,BS,00-56428671,Louis,Louis Williams,Male,3/21/2018,Sales Representative,Williams,HQ,Good,New York,HIRED,,30,6,70802,1,1,0
45-54,3/10/1977,New York City,Sales,BS,00-15634248,Maria,Maria Hines,Male,9/11/2020,Sales Representative,Hines,HQ,Good,New York,HIRED,,47,4,73918,1,1,0
45-54,8/5/1978,New York City,Sales,BS,00-96506181,Mark,Mark Davis,Male,1/6/2018,Sales Representative,Davis,HQ,Good,New York,HIRED,,46,6,65445,1,1,0
35-44,4/22/1983,New York City,Sales,BS,00-20741296,Matthew,Matthew Chandler,Male,3/22/2021,Sales Representative,Chandler,HQ,Good,New York,HIRED,,41,3,79569,1,1,0
45-54,2/29/1976,New York City,Sales,BS,00-31506414,Melinda,Melinda Gonzales,Male,6/10/2024,Sales Representative,Gonzales,HQ,Good,New York,HIRED,,48,0,73921,1,1,0
25-35,5/26/1995,New York City,Sales,BS,00-81988124,Melissa,Melissa Thomas,Male,3/13/2023,Sales Representative,Thomas,HQ,Good,New York,HIRED,,29,1,70587,1,1,0
25-35,7/13/1992,New York City,Sales,BS,00-17734634,Michael,Michael Porter,Male,8/9/2017,Sales Representative,Porter,HQ,Good,New York,HIRED,,32,7,75003,1,1,0
55+,7/26/1969,New York City,Sales,BS,00-76909725,Monica,Monica Gregory,Male,10/14/2016,Sales Representative,Gregory,HQ,Good,New York,HIRED,,55,8,71976,1,1,0
25-35,3/5/1992,New York City,Sales,BS,00-69682115,Nathan,Nathan Cox,Male,4/24/2023,Sales Representative,Cox,HQ,Good,New York,HIRED,,32,1,72729,1,1,0
55+,12/6/1959,New York City,Sales,BS,00-61130128,Nicholas,Nicholas Cruz,Male,7/4/2019,Sales Representative,Cruz,HQ,Good,New York,HIRED,,65,5,63539,1,1,0
45-54,5/24/1970,New York City,Sales,BS,00-34399341,Paul,Paul Garner,Male,9/11/2017,Sales Representative,Garner,HQ,Good,New York,HIRED,,54,7,68393,1,1,0
35-44,1/9/1988,New York City,Sales,BS,00-55293238,Rebecca,Rebecca Salinas,Male,4/11/2023,Sales Representative,Salinas,HQ,Good,New York,HIRED,,36,1,62224,1,1,0
45-54,1/4/1973,New York City,Sales,BS,00-63472598,Robert,Robert Adkins,Male,11/22/2016,Sales Representative,Adkins,HQ,Good,New York,HIRED,,51,8,67488,1,1,0
55+,6/8/1963,New York City,Sales,BS,00-89950868,Robert,Robert Bennett,Male,5/26/2019,Sales Representative,Bennett,HQ,Good,New York,HIRED,,61,5,74192,1,1,0
25-35,9/9/1997,New York City,Sales,BS,00-42247700,Ryan,Ryan Hernandez,Male,1/21/2015,Sales Representative,Hernandez,HQ,Good,New York,HIRED,,27,9,59762,1,1,0
35-44,2/26/1986,New York City,Sales,BS,00-31658249,Ryan,Ryan Martin,Male,10/14/2017,Sales Representative,Martin,HQ,Good,New York,HIRED,,38,7,77871,1,1,0
35-44,6/18/1987,New York City,Sales,BS,00-96087848,Stacy,Stacy Fry,Male,6/2/2018,Sales Representative,Fry,HQ,Good,New York,HIRED,,37,6,73996,1,1,0
35-44,1/14/1984,New York City,Sales,BS,00-59508547,Stephanie,Stephanie Bonilla,Male,8/12/2024,Sales Representative,Bonilla,HQ,Good,New York,HIRED,,40,0,72859,1,1,0
>25,12/29/2003,New York City,Sales,BS,00-24370285,Sylvia,Sylvia Bell,Male,6/11/2017,Sales Representative,Bell,HQ,Good,New York,HIRED,,21,7,60481,1,1,0
45-54,12/7/1971,New York City,Sales,BS,00-37339300,Timothy,Timothy Fisher,Male,12/11/2019,Sales Representative,Fisher,HQ,Good,New York,HIRED,,53,5,78294,1,1,0
25-35,8/28/1999,New York City,Sales,BS,00-81808026,Alexander,Alexander Thompson,Male,11/12/2023,Sales Specialist,Thompson,HQ,Good,New York,HIRED,,25,1,63839,1,1,0
45-54,10/25/1974,New York City,Sales,BS,00-84776858,Carlos,Carlos Scott,Male,2/11/2020,Sales Specialist,Scott,HQ,Good,New York,HIRED,,50,4,64031,1,1,0
35-44,6/21/1983,New York City,Sales,BS,00-15346404,Christopher,Christopher Perkins,Male,11/6/2021,Sales Specialist,Perkins,HQ,Good,New York,HIRED,,41,3,69838,1,1,0
45-54,8/21/1971,New York City,Sales,BS,00-18485147,Christopher,Christopher Peterson,Male,10/23/2022,Sales Specialist,Peterson,HQ,Good,New York,HIRED,,53,2,76281,1,1,0
45-54,1/10/1973,New York City,Sales,BS,00-23254482,Donald,Donald Ryan,Male,4/13/2015,Sales Specialist,Ryan,HQ,Good,New York,HIRED,,51,9,89231,1,1,0
>25,7/15/2000,New York City,Sales,BS,00-52184106,Douglas,Douglas Bowers,Male,6/12/2016,Sales Specialist,Bowers,HQ,Good,New York,HIRED,,24,8,91797,1,1,0
55+,12/25/1964,New York City,Sales,BS,00-98798695,Eric,Eric Martinez,Male,1/4/2018,Sales Specialist,Martinez,HQ,Good,New York,HIRED,,60,6,82243,1,1,0
>25,6/22/2000,New York City,Sales,BS,00-31168865,Gregory,Gregory Anderson,Male,9/17/2016,Sales Specialist,Anderson,HQ,Good,New York,HIRED,,24,8,75142,1,1,0
